I0708 14:05:09.210791   60673 main.go:647] Cluster Autoscaler 1.30.1
I0708 14:05:11.655508   60673 reflector.go:296] Starting reflector *v1.Node (1h0m0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:11.655514   60673 reflector.go:332] Listing and watching *v1.Node from k8s.io/client-go/informers/factory.go:160
I0708 14:05:11.655602   60673 reflector.go:296] Starting reflector *v1.Deployment (1h0m0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:11.655612   60673 reflector.go:332] Listing and watching *v1.Deployment from k8s.io/client-go/informers/factory.go:160
I0708 14:05:11.655462   60673 reflector.go:296] Starting reflector *v1alpha1.MachineClass (1h0m0s) from github.com/gardener/machine-controller-manager/pkg/client/informers/externalversions/factory.go:120
I0708 14:05:11.655963   60673 reflector.go:332] Listing and watching *v1alpha1.MachineClass from github.com/gardener/machine-controller-manager/pkg/client/informers/externalversions/factory.go:120
I0708 14:05:11.655462   60673 reflector.go:296] Starting reflector *v1alpha1.Machine (1h0m0s) from github.com/gardener/machine-controller-manager/pkg/client/informers/externalversions/factory.go:120
I0708 14:05:11.656000   60673 reflector.go:332] Listing and watching *v1alpha1.Machine from github.com/gardener/machine-controller-manager/pkg/client/informers/externalversions/factory.go:120
I0708 14:05:11.813418   60673 reflector.go:359] Caches populated for *v1alpha1.MachineClass from github.com/gardener/machine-controller-manager/pkg/client/informers/externalversions/factory.go:120
I0708 14:05:11.814706   60673 reflector.go:359] Caches populated for *v1alpha1.Machine from github.com/gardener/machine-controller-manager/pkg/client/informers/externalversions/factory.go:120
I0708 14:05:11.814751   60673 reflector.go:359] Caches populated for *v1alpha1.MachineSet from github.com/gardener/machine-controller-manager/pkg/client/informers/externalversions/factory.go:120
I0708 14:05:11.814790   60673 reflector.go:359] Caches populated for *v1alpha1.MachineDeployment from github.com/gardener/machine-controller-manager/pkg/client/informers/externalversions/factory.go:120
I0708 14:05:12.114523   60673 reflector.go:359] Caches populated for *v1.Node from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.156539   60673 taints.go:105] Startup taint node.gardener.cloud/critical-components-not-ready on all NodeGroups
I0708 14:05:12.156566   60673 taints.go:105] Startup taint testing.node.gardener.cloud/initial-node-blocked on all NodeGroups
I0708 14:05:12.156824   60673 reflector.go:296] Starting reflector *v1.Namespace (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.156835   60673 reflector.go:332] Listing and watching *v1.Namespace from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.156855   60673 reflector.go:296] Starting reflector *v1.Pod (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.156863   60673 reflector.go:332] Listing and watching *v1.Pod from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157001   60673 reflector.go:296] Starting reflector *v1.PersistentVolumeClaim (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157013   60673 reflector.go:332] Listing and watching *v1.PersistentVolumeClaim from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157023   60673 reflector.go:296] Starting reflector *v1.Node (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157030   60673 reflector.go:332] Listing and watching *v1.Node from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157114   60673 reflector.go:296] Starting reflector *v1.CSINode (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157120   60673 reflector.go:332] Listing and watching *v1.CSINode from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157127   60673 reflector.go:296] Starting reflector *v1.PodDisruptionBudget (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157132   60673 reflector.go:332] Listing and watching *v1.PodDisruptionBudget from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157243   60673 reflector.go:296] Starting reflector *v1.ReplicationController (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157252   60673 reflector.go:332] Listing and watching *v1.ReplicationController from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157294   60673 reflector.go:296] Starting reflector *v1.CSIDriver (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157297   60673 reflector.go:296] Starting reflector *v1.Job (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157302   60673 reflector.go:332] Listing and watching *v1.Job from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.156827   60673 reflector.go:296] Starting reflector *v1.PersistentVolume (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157327   60673 reflector.go:296] Starting reflector *v1.Service (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157332   60673 reflector.go:332] Listing and watching *v1.PersistentVolume from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157352   60673 reflector.go:296] Starting reflector *v1.ReplicaSet (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157356   60673 reflector.go:332] Listing and watching *v1.ReplicaSet from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157385   60673 reflector.go:296] Starting reflector *v1.CSIStorageCapacity (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157390   60673 reflector.go:332] Listing and watching *v1.CSIStorageCapacity from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157411   60673 reflector.go:296] Starting reflector *v1.StorageClass (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157332   60673 reflector.go:332] Listing and watching *v1.Service from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157417   60673 reflector.go:332] Listing and watching *v1.StorageClass from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157298   60673 reflector.go:332] Listing and watching *v1.CSIDriver from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157455   60673 reflector.go:296] Starting reflector *v1.DaemonSet (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157459   60673 reflector.go:332] Listing and watching *v1.DaemonSet from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157486   60673 reflector.go:296] Starting reflector *v1.StatefulSet (0s) from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157491   60673 reflector.go:332] Listing and watching *v1.StatefulSet from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.157597   60673 main.go:443] Registered cleanup signal handler
I0708 14:05:12.157659   60673 node_instances_cache.go:156] Start refreshing cloud provider node instances cache
I0708 14:05:12.157755   60673 node_instances_cache.go:168] Refresh cloud provider node instances cache finished, refresh took 88.25µs
I0708 14:05:12.357194   60673 request.go:629] Waited for 199.665375ms due to client-side throttling, not priority and fairness, request: GET:https://api.ca-test.i585976.shoot.dev.k8s-hana.ondemand.com/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0
I0708 14:05:12.382680   60673 reflector.go:359] Caches populated for *v1.PersistentVolumeClaim from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.382720   60673 reflector.go:359] Caches populated for *v1.Namespace from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.382967   60673 reflector.go:359] Caches populated for *v1.Node from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.383551   60673 reflector.go:359] Caches populated for *v1.CSINode from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.383640   60673 reflector.go:359] Caches populated for *v1.PodDisruptionBudget from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.558010   60673 request.go:629] Waited for 400.494ms due to client-side throttling, not priority and fairness, request: GET:https://api.ca-test.i585976.shoot.dev.k8s-hana.ondemand.com/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0
I0708 14:05:12.616912   60673 reflector.go:359] Caches populated for *v1.ReplicationController from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.618102   60673 reflector.go:359] Caches populated for *v1.Job from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.618122   60673 reflector.go:359] Caches populated for *v1.PersistentVolume from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.618933   60673 reflector.go:359] Caches populated for *v1.ReplicaSet from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.757318   60673 request.go:629] Waited for 599.79825ms due to client-side throttling, not priority and fairness, request: GET:https://api.ca-test.i585976.shoot.dev.k8s-hana.ondemand.com/api/v1/services?limit=500&resourceVersion=0
I0708 14:05:12.841543   60673 reflector.go:359] Caches populated for *v1.CSIStorageCapacity from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.841975   60673 reflector.go:359] Caches populated for *v1.StorageClass from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.844381   60673 reflector.go:359] Caches populated for *v1.Pod from k8s.io/client-go/informers/factory.go:160
I0708 14:05:12.958012   60673 request.go:629] Waited for 800.512625ms due to client-side throttling, not priority and fairness, request: GET:https://api.ca-test.i585976.shoot.dev.k8s-hana.ondemand.com/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0
I0708 14:05:12.983491   60673 reflector.go:359] Caches populated for *v1.Service from k8s.io/client-go/informers/factory.go:160
I0708 14:05:13.160447   60673 request.go:629] Waited for 1.002861125s due to client-side throttling, not priority and fairness, request: GET:https://api.ca-test.i585976.shoot.dev.k8s-hana.ondemand.com/apis/apps/v1/daemonsets?limit=500&resourceVersion=0
I0708 14:05:13.160852   60673 request.go:697] Waited for 1.002861125s due to client-side throttling, not priority and fairness, request: GET:https://api.ca-test.i585976.shoot.dev.k8s-hana.ondemand.com/apis/apps/v1/daemonsets?limit=500&resourceVersion=0
I0708 14:05:13.183564   60673 reflector.go:359] Caches populated for *v1.CSIDriver from k8s.io/client-go/informers/factory.go:160
I0708 14:05:13.186551   60673 reflector.go:359] Caches populated for *v1.Deployment from k8s.io/client-go/informers/factory.go:160
I0708 14:05:13.358004   60673 request.go:629] Waited for 1.200417s due to client-side throttling, not priority and fairness, request: GET:https://api.ca-test.i585976.shoot.dev.k8s-hana.ondemand.com/apis/apps/v1/statefulsets?limit=500&resourceVersion=0
I0708 14:05:13.390543   60673 reflector.go:359] Caches populated for *v1.DaemonSet from k8s.io/client-go/informers/factory.go:160
I0708 14:05:13.583973   60673 reflector.go:359] Caches populated for *v1.StatefulSet from k8s.io/client-go/informers/factory.go:160
I0708 14:05:22.158116   60673 mcm_cloud_provider.go:177] Skipped node aws:///eu-west-1b/i-030beac746ccd3da0, it's not managed by this controller
I0708 14:05:22.158343   60673 static_autoscaler.go:306] Starting main loop
I0708 14:05:22.158563   60673 taints.go:442] Overriding status of node ip-10-180-7-226.eu-west-1.compute.internal, which seems to have startup taint "testing.node.gardener.cloud/initial-node-blocked"
I0708 14:05:22.158599   60673 taints.go:442] Overriding status of node ip-10-180-29-171.eu-west-1.compute.internal, which seems to have startup taint "testing.node.gardener.cloud/initial-node-blocked"
I0708 14:05:22.159004   60673 mcm_manager.go:768] Nodes already existing in the worker pool three-zones
I0708 14:05:22.159013   60673 mcm_manager.go:770] Worker pool node used to form template is ip-10-180-29-171.eu-west-1.compute.internal and its capacity is cpu: 2, memory:7841420Ki
I0708 14:05:22.159425   60673 mcm_manager.go:768] Nodes already existing in the worker pool three-zones
I0708 14:05:22.159435   60673 mcm_manager.go:770] Worker pool node used to form template is ip-10-180-29-171.eu-west-1.compute.internal and its capacity is cpu: 2, memory:7841420Ki
I0708 14:05:22.159741   60673 mcm_manager.go:779] Generating node template only using nodeTemplate from MachineClass shoot--i585976--ca-test-one-zone-z1-4e9b4: template resources-> cpu: 2,memory: 8Gi
I0708 14:05:22.159968   60673 mcm_manager.go:768] Nodes already existing in the worker pool three-zones
I0708 14:05:22.159977   60673 mcm_manager.go:770] Worker pool node used to form template is ip-10-180-29-171.eu-west-1.compute.internal and its capacity is cpu: 2, memory:7841420Ki
W0708 14:05:22.160271   60673 clusterstate.go:477] AcceptableRanges have not been populated yet. Skip checking
W0708 14:05:22.160277   60673 clusterstate.go:477] AcceptableRanges have not been populated yet. Skip checking
W0708 14:05:22.160280   60673 clusterstate.go:477] AcceptableRanges have not been populated yet. Skip checking
W0708 14:05:22.160283   60673 clusterstate.go:477] AcceptableRanges have not been populated yet. Skip checking
I0708 14:05:22.160300   60673 mcm_cloud_provider.go:177] Skipped node aws:///eu-west-1b/i-030beac746ccd3da0, it's not managed by this controller
I0708 14:05:22.160366   60673 filter_out_schedulable.go:63] Filtering out schedulables
I0708 14:05:22.160498   60673 klogx.go:87] failed to find place for default/scale-up-pod-554d49bbb5-fsjnn: cannot put pod scale-up-pod-554d49bbb5-fsjnn on any node
I0708 14:05:22.160507   60673 filter_out_schedulable.go:120] 0 pods marked as unschedulable can be scheduled.
I0708 14:05:22.160529   60673 filter_out_schedulable.go:83] No schedulable pods
I0708 14:05:22.160534   60673 filter_out_daemon_sets.go:40] Filtering out daemon set pods
I0708 14:05:22.160538   60673 filter_out_daemon_sets.go:49] Filtered out 0 daemon set pods, 1 unschedulable pods left
I0708 14:05:22.160558   60673 klogx.go:87] Pod default/scale-up-pod-554d49bbb5-fsjnn is unschedulable
I0708 14:05:22.160635   60673 orchestrator.go:111] Upcoming 0 nodes
I0708 14:05:22.160787   60673 orchestrator.go:566] Pod default/scale-up-pod-554d49bbb5-fsjnn can't be scheduled on shoot--i585976--ca-test-one-zone-z1, predicate checking error: node(s) didn't match Pod's node affinity/selector; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity/selector; debugInfo=
I0708 14:05:22.161106   60673 orchestrator.go:153] No pod can fit to shoot--i585976--ca-test-one-zone-z1
I0708 14:05:22.161214   60673 compare_nodegroups.go:164] nodes template-node-for-shoot--i585976--ca-test-three-zones-z1-3265244118965205344 and template-node-for-shoot--i585976--ca-test-one-zone-z1-1851784024547383292 are not similar, ephemeral-storage does not match
I0708 14:05:22.161843   60673 compare_nodegroups.go:164] nodes template-node-for-shoot--i585976--ca-test-three-zones-z2-4192381481841923998 and template-node-for-shoot--i585976--ca-test-one-zone-z1-1851784024547383292 are not similar, ephemeral-storage does not match
I0708 14:05:22.162447   60673 compare_nodegroups.go:164] nodes template-node-for-shoot--i585976--ca-test-three-zones-z3-3886567835644809572 and template-node-for-shoot--i585976--ca-test-one-zone-z1-1851784024547383292 are not similar, ephemeral-storage does not match
I0708 14:05:22.162925   60673 waste.go:55] Expanding Node Group shoot--i585976--ca-test-three-zones-z1 would waste 50.00% CPU, 98.04% Memory, 74.02% Blended
I0708 14:05:22.162939   60673 waste.go:55] Expanding Node Group shoot--i585976--ca-test-three-zones-z2 would waste 50.00% CPU, 98.04% Memory, 74.02% Blended
I0708 14:05:22.162943   60673 waste.go:55] Expanding Node Group shoot--i585976--ca-test-three-zones-z3 would waste 50.00% CPU, 98.04% Memory, 74.02% Blended
I0708 14:05:22.162952   60673 orchestrator.go:184] Best option to resize: shoot--i585976--ca-test-three-zones-z3
I0708 14:05:22.162966   60673 orchestrator.go:188] Estimated 1 nodes needed in shoot--i585976--ca-test-three-zones-z3
I0708 14:05:22.162982   60673 compare_nodegroups.go:164] nodes template-node-for-shoot--i585976--ca-test-three-zones-z3-3886567835644809572 and template-node-for-shoot--i585976--ca-test-one-zone-z1-1851784024547383292 are not similar, ephemeral-storage does not match
I0708 14:05:22.163019   60673 orchestrator.go:212] Found 2 similar node groups: [shoot--i585976--ca-test-three-zones-z1 shoot--i585976--ca-test-three-zones-z2]
I0708 14:05:22.163039   60673 orchestrator.go:247] Splitting scale-up between 3 similar node groups: {shoot--i585976--ca-test-three-zones-z3, shoot--i585976--ca-test-three-zones-z1, shoot--i585976--ca-test-three-zones-z2}
I0708 14:05:22.163054   60673 orchestrator.go:257] Final scale-up plan: [{shoot--i585976--ca-test-three-zones-z3 0->1 (max: 1)}]
I0708 14:05:22.163066   60673 executor.go:147] Scale-up: setting group shoot--i585976--ca-test-three-zones-z3 size to 1
I0708 14:05:22.163106   60673 mcm_cloud_provider.go:351] Received request to increase size of machine deployment shoot--i585976--ca-test-three-zones-z3 by 1
I0708 14:05:22.163177   60673 event_sink_logging_wrapper.go:48] Event(v1.ObjectReference{Kind:"ConfigMap", Namespace:"kube-system", Name:"cluster-autoscaler-status", UID:"93315a0c-cc56-4eff-baf3-a9f5b1e850af", APIVersion:"v1", ResourceVersion:"607637", FieldPath:""}): type: 'Normal' reason: 'ScaledUpGroup' Scale-up: setting group shoot--i585976--ca-test-three-zones-z3 size to 1 instead of 0 (max: 1)
I0708 14:05:22.327549   60673 eventing_scale_up_processor.go:47] Skipping event processing for unschedulable pods since there is a ScaleUp attempt this loop
W0708 14:05:22.327623   60673 clusterstate.go:492] Failed to find readiness information for shoot--i585976--ca-test-three-zones-z3
I0708 14:05:22.393474   60673 event_sink_logging_wrapper.go:48] Event(v1.ObjectReference{Kind:"ConfigMap", Namespace:"kube-system", Name:"cluster-autoscaler-status", UID:"93315a0c-cc56-4eff-baf3-a9f5b1e850af", APIVersion:"v1", ResourceVersion:"607637", FieldPath:""}): type: 'Normal' reason: 'ScaledUpGroup' Scale-up: group shoot--i585976--ca-test-three-zones-z3 size set to 1 instead of 0 (max: 1)
I0708 14:05:22.621562   60673 event_sink_logging_wrapper.go:48] Event(v1.ObjectReference{Kind:"Pod", Namespace:"default", Name:"scale-up-pod-554d49bbb5-fsjnn", UID:"03c58e88-7790-4954-a11a-245cf96e1623", APIVersion:"v1", ResourceVersion:"607354", FieldPath:""}): type: 'Normal' reason: 'TriggeredScaleUp' pod triggered scale-up: [{shoot--i585976--ca-test-three-zones-z3 0->1 (max: 1)}]
I0708 14:05:32.783960   60673 static_autoscaler.go:306] Starting main loop
I0708 14:05:32.784083   60673 taints.go:442] Overriding status of node ip-10-180-29-171.eu-west-1.compute.internal, which seems to have startup taint "testing.node.gardener.cloud/initial-node-blocked"
I0708 14:05:32.784143   60673 taints.go:442] Overriding status of node ip-10-180-7-226.eu-west-1.compute.internal, which seems to have startup taint "testing.node.gardener.cloud/initial-node-blocked"
I0708 14:05:32.784593   60673 mcm_manager.go:768] Nodes already existing in the worker pool three-zones
I0708 14:05:32.784613   60673 mcm_manager.go:770] Worker pool node used to form template is ip-10-180-29-171.eu-west-1.compute.internal and its capacity is cpu: 2, memory:7841420Ki
I0708 14:05:32.785103   60673 mcm_manager.go:768] Nodes already existing in the worker pool three-zones
I0708 14:05:32.785118   60673 mcm_manager.go:770] Worker pool node used to form template is ip-10-180-29-171.eu-west-1.compute.internal and its capacity is cpu: 2, memory:7841420Ki
I0708 14:05:32.785594   60673 mcm_manager.go:779] Generating node template only using nodeTemplate from MachineClass shoot--i585976--ca-test-one-zone-z1-4e9b4: template resources-> cpu: 2,memory: 8Gi
I0708 14:05:32.785965   60673 mcm_manager.go:768] Nodes already existing in the worker pool three-zones
I0708 14:05:32.785980   60673 mcm_manager.go:770] Worker pool node used to form template is ip-10-180-29-171.eu-west-1.compute.internal and its capacity is cpu: 2, memory:7841420Ki
W0708 14:05:32.786374   60673 clusterstate.go:492] Failed to find readiness information for shoot--i585976--ca-test-three-zones-z3
I0708 14:05:32.786424   60673 mcm_cloud_provider.go:177] Skipped node aws:///eu-west-1b/i-030beac746ccd3da0, it's not managed by this controller
I0708 14:05:32.786733   60673 filter_out_schedulable.go:63] Filtering out schedulables
I0708 14:05:32.786856   60673 klogx.go:87] Pod default/scale-up-pod-554d49bbb5-fsjnn can be moved to template-node-for-shoot--i585976--ca-test-three-zones-z3-8089708541104368106-upcoming-0
I0708 14:05:32.786870   60673 filter_out_schedulable.go:120] 1 pods marked as unschedulable can be scheduled.
I0708 14:05:32.786884   60673 filter_out_schedulable.go:75] Schedulable pods present
I0708 14:05:32.786892   60673 filter_out_daemon_sets.go:40] Filtering out daemon set pods
I0708 14:05:32.786898   60673 filter_out_daemon_sets.go:49] Filtered out 0 daemon set pods, 0 unschedulable pods left
I0708 14:05:32.786922   60673 static_autoscaler.go:567] No unschedulable pods
I0708 14:05:32.786947   60673 static_autoscaler.go:590] Calculating unneeded nodes
I0708 14:05:32.787036   60673 pre_filtering_processor.go:67] Skipping ip-10-180-29-171.eu-west-1.compute.internal - node group min size reached (current: 1, min: 1)
I0708 14:05:32.787065   60673 mcm_cloud_provider.go:177] Skipped node aws:///eu-west-1b/i-030beac746ccd3da0, it's not managed by this controller
I0708 14:05:32.787074   60673 pre_filtering_processor.go:57] Node ip-10-180-7-226.eu-west-1.compute.internal should not be processed by cluster autoscaler (no node group config)
I0708 14:05:32.787204   60673 static_autoscaler.go:634] Scale down status: lastScaleUpTime=2024-07-08 14:05:22.157822 +0530 IST m=+12.981231126 lastScaleDownDeleteTime=2024-07-08 13:05:12.156739 +0530 IST m=-3597.019801832 lastScaleDownFailTime=2024-07-08 13:05:12.156739 +0530 IST m=-3597.019801832 scaleDownForbidden=false scaleDownInCooldown=true
I0708 14:05:43.242985   60673 static_autoscaler.go:306] Starting main loop
I0708 14:05:43.243192   60673 taints.go:442] Overriding status of node ip-10-180-29-171.eu-west-1.compute.internal, which seems to have startup taint "testing.node.gardener.cloud/initial-node-blocked"
I0708 14:05:43.243251   60673 taints.go:442] Overriding status of node ip-10-180-7-226.eu-west-1.compute.internal, which seems to have startup taint "testing.node.gardener.cloud/initial-node-blocked"
I0708 14:05:43.243726   60673 mcm_manager.go:768] Nodes already existing in the worker pool three-zones
I0708 14:05:43.243750   60673 mcm_manager.go:770] Worker pool node used to form template is ip-10-180-29-171.eu-west-1.compute.internal and its capacity is cpu: 2, memory:7841420Ki
I0708 14:05:43.244360   60673 mcm_manager.go:768] Nodes already existing in the worker pool three-zones
I0708 14:05:43.244382   60673 mcm_manager.go:770] Worker pool node used to form template is ip-10-180-29-171.eu-west-1.compute.internal and its capacity is cpu: 2, memory:7841420Ki
I0708 14:05:43.245119   60673 mcm_manager.go:768] Nodes already existing in the worker pool three-zones
I0708 14:05:43.245139   60673 mcm_manager.go:770] Worker pool node used to form template is ip-10-180-29-171.eu-west-1.compute.internal and its capacity is cpu: 2, memory:7841420Ki
I0708 14:05:43.245800   60673 mcm_manager.go:779] Generating node template only using nodeTemplate from MachineClass shoot--i585976--ca-test-one-zone-z1-4e9b4: template resources-> cpu: 2,memory: 8Gi
I0708 14:05:43.246393   60673 mcm_cloud_provider.go:177] Skipped node aws:///eu-west-1b/i-030beac746ccd3da0, it's not managed by this controller
I0708 14:05:43.246469   60673 static_autoscaler.go:432] 1 unregistered nodes present
I0708 14:05:43.246836   60673 filter_out_schedulable.go:63] Filtering out schedulables
I0708 14:05:43.246964   60673 klogx.go:87] Pod default/scale-up-pod-554d49bbb5-fsjnn can be moved to template-node-for-shoot--i585976--ca-test-three-zones-z3-6945922887014422865-upcoming-0
I0708 14:05:43.246986   60673 filter_out_schedulable.go:120] 1 pods marked as unschedulable can be scheduled.
I0708 14:05:43.247002   60673 filter_out_schedulable.go:75] Schedulable pods present
I0708 14:05:43.247012   60673 filter_out_daemon_sets.go:40] Filtering out daemon set pods
I0708 14:05:43.247021   60673 filter_out_daemon_sets.go:49] Filtered out 0 daemon set pods, 0 unschedulable pods left
I0708 14:05:43.247053   60673 static_autoscaler.go:567] No unschedulable pods
I0708 14:05:43.247083   60673 static_autoscaler.go:590] Calculating unneeded nodes
I0708 14:05:43.247120   60673 pre_filtering_processor.go:67] Skipping ip-10-180-29-171.eu-west-1.compute.internal - node group min size reached (current: 1, min: 1)
I0708 14:05:43.247142   60673 mcm_cloud_provider.go:177] Skipped node aws:///eu-west-1b/i-030beac746ccd3da0, it's not managed by this controller
I0708 14:05:43.247153   60673 pre_filtering_processor.go:57] Node ip-10-180-7-226.eu-west-1.compute.internal should not be processed by cluster autoscaler (no node group config)
